Date,Basic Materials,Consumer Goods,Energy,Financial Services,Healthcare,Industrial,Technology,Telecommunications,Utilities
2019-02-01,89.54000091552734,114.20999908447266,35.31999969482422,124.5199966430664,191.22000122070312,71.57499694824219,43.650001525878906,28.059999465942383,69.2750015258789
2019-02-04,89.44999694824219,114.72000122070312,35.43000030517578,125.26000213623047,190.66000366210938,72.45999908447266,44.432498931884766,28.0,69.375
2019-02-05,90.02999877929688,115.08000183105469,35.40999984741211,125.16999816894531,190.5,73.06500244140625,44.834999084472656,27.860000610351562,69.47000122070312
2019-02-06,89.5,114.62999725341797,35.15999984741211,124.9800033569336,191.08999633789062,73.05500030517578,44.8224983215332,27.899999618530273,69.31500244140625
2019-02-07,87.83000183105469,114.02999877929688,34.36000061035156,124.1500015258789,189.02000427246094,72.5199966430664,44.13999938964844,27.639999389648438,70.25499725341797
2019-02-08,87.58000183105469,114.93000030517578,34.20000076293945,123.5999984741211,189.2100067138672,72.70999908447266,44.3650016784668,28.020000457763672,70.625
2019-02-11,87.91999816894531,115.23999786376953,34.38999938964844,123.77999877929688,189.1699981689453,73.06500244140625,44.34000015258789,28.209999084472656,70.52999877929688
2019-02-12,89.88999938964844,116.56999969482422,34.83000183105469,125.62000274658203,191.66000366210938,74.20999908447266,44.962501525878906,28.459999084472656,70.63999938964844
2019-02-13,90.12999725341797,116.87000274658203,35.290000915527344,126.02999877929688,192.27000427246094,74.61000061035156,44.95000076293945,28.530000686645508,70.51000213623047
2019-02-14,89.47000122070312,115.58000183105469,35.38999938964844,125.02999877929688,192.6699981689453,74.33499908447266,45.0525016784668,28.549999237060547,70.375
2019-02-15,90.70999908447266,116.4000015258789,36.02000045776367,127.48999786376953,195.52000427246094,75.30999755859375,45.212501525878906,29.229999542236328,70.63500213623047
2019-02-19,91.37000274658203,116.58999633789062,36.119998931884766,127.62000274658203,195.0,75.30999755859375,45.29750061035156,29.3799991607666,71.03500366210938
2019-02-20,93.16000366210938,116.76000213623047,36.279998779296875,128.44000244140625,194.67999267578125,75.67500305175781,45.287498474121094,29.610000610351562,71.37999725341797
2019-02-21,92.80000305175781,116.97000122070312,35.68000030517578,127.69000244140625,192.9199981689453,75.44999694824219,45.185001373291016,29.5,71.87999725341797
2019-02-22,93.23999786376953,116.80000305175781,35.790000915527344,127.95999908447266,194.80999755859375,75.97000122070312,45.76250076293945,29.790000915527344,72.3499984741211
2019-02-25,93.91000366210938,116.44999694824219,35.84000015258789,128.35000610351562,195.30999755859375,76.22000122070312,46.03499984741211,29.790000915527344,71.88500213623047
2019-02-26,93.26000213623047,116.5,35.65999984741211,128.1300048828125,194.6300048828125,76.05999755859375,46.084999084472656,29.739999771118164,71.7300033569336
2019-02-27,93.18000030517578,116.52999877929688,35.83000183105469,128.74000549316406,193.9499969482422,76.34500122070312,46.0525016784668,29.790000915527344,71.90499877929688
2019-02-28,92.02999877929688,116.69999694824219,35.470001220703125,128.50999450683594,193.25,76.07499694824219,45.88249969482422,29.690000534057617,72.21499633789062
2019-03-01,91.8499984741211,116.94000244140625,36.099998474121094,129.35000610351562,196.3000030517578,76.41999816894531,46.20750045776367,29.700000762939453,72.41500091552734
2019-03-04,92.08000183105469,116.63999938964844,36.209999084472656,128.47999572753906,193.5,75.98500061035156,46.147499084472656,29.360000610351562,72.53500366210938
2019-03-05,91.62999725341797,116.36000061035156,36.099998474121094,128.1699981689453,193.36000061035156,75.61000061035156,46.15999984741211,29.139999389648438,72.41000366210938
2019-03-06,91.66000366210938,116.05999755859375,35.59000015258789,127.11000061035156,190.32000732421875,74.97000122070312,45.93000030517578,28.959999084472656,72.38999938964844
2019-03-07,90.87999725341797,115.77999877929688,35.400001525878906,125.62999725341797,188.8300018310547,74.42500305175781,45.45500183105469,28.93000030517578,72.6050033569336
2019-03-08,90.80999755859375,115.52999877929688,34.709999084472656,125.7300033569336,188.42999267578125,74.2699966430664,45.47249984741211,28.899999618530273,72.88999938964844
2019-03-11,92.08000183105469,117.0999984741211,35.2599983215332,127.0199966430664,190.77999877929688,75.11499786376953,46.474998474121094,29.329999923706055,73.41500091552734
2019-03-12,92.44999694824219,116.87999725341797,35.540000915527344,127.26000213623047,192.16000366210938,74.76000213623047,46.787498474121094,29.3799991607666,73.8949966430664
2019-03-13,92.88999938964844,117.62999725341797,35.91999816894531,128.25999450683594,194.27999877929688,75.26000213623047,47.05500030517578,29.479999542236328,74.00499725341797
2019-03-14,91.83000183105469,117.26000213623047,35.95000076293945,129.00999450683594,193.9199981689453,75.05500030517578,47.01499938964844,29.489999771118164,73.91000366210938
2019-03-15,92.0999984741211,117.72000122070312,35.90999984741211,129.80999755859375,194.97000122070312,75.08000183105469,47.36750030517578,29.719999313354492,74.2249984741211
2019-03-18,92.33999633789062,117.94000244140625,36.439998626708984,131.0399932861328,194.7100067138672,75.66500091552734,47.45500183105469,29.780000686645508,73.94499969482422
2019-03-19,92.05000305175781,117.80999755859375,36.33000183105469,130.08999633789062,196.2100067138672,75.43499755859375,47.654998779296875,29.579999923706055,73.11000061035156
2019-03-20,91.69000244140625,116.55000305175781,36.40999984741211,126.68000030517578,194.27999877929688,74.68499755859375,47.654998779296875,29.299999237060547,72.75499725341797
2019-03-21,92.76000213623047,118.19000244140625,36.650001525878906,126.3499984741211,195.27000427246094,75.5999984741211,48.724998474121094,29.760000228881836,73.51000213623047
2019-03-22,89.69000244140625,116.88999938964844,35.630001068115234,122.36000061035156,191.39999389648438,73.7750015258789,47.54249954223633,29.479999542236328,74.0250015258789
2019-03-25,89.4800033569336,117.2699966430664,35.650001525878906,121.91999816894531,191.22000122070312,73.93000030517578,47.34749984741211,29.469999313354492,74.0999984741211
2019-03-26,89.94000244140625,118.29000091552734,36.13999938964844,123.66999816894531,192.60000610351562,74.56999969482422,47.48749923706055,29.81999969482422,74.6050033569336
2019-03-27,89.75,118.0999984741211,35.88999938964844,123.12999725341797,190.8300018310547,74.54499816894531,47.119998931884766,29.75,74.0999984741211
2019-03-28,90.69999694824219,118.9800033569336,36.04999923706055,124.37000274658203,191.47000122070312,75.2300033569336,47.20000076293945,29.530000686645508,73.29499816894531
2019-03-29,91.41999816894531,119.44999694824219,36.029998779296875,124.80999755859375,193.77999877929688,75.88999938964844,47.650001525878906,29.739999771118164,73.65499877929688
2019-04-01,92.86000061035156,119.83999633789062,36.5,127.75,193.99000549316406,77.33999633789062,48.32749938964844,30.1200008392334,73.20999908447266
2019-04-02,93.12000274658203,119.44000244140625,36.25,128.02999877929688,193.75,77.19499969482422,48.619998931884766,30.079999923706055,73.15499877929688
2019-04-03,94.45999908447266,119.06999969482422,35.849998474121094,128.52000427246094,193.61000061035156,77.19499969482422,48.977500915527344,30.309999465942383,73.09500122070312
2019-04-04,95.66000366210938,119.5999984741211,36.15999984741211,129.25,193.1699981689453,77.48999786376953,48.880001068115234,30.270000457763672,72.8499984741211
2019-04-05,95.62999725341797,119.83000183105469,36.79999923706055,129.2100067138672,194.50999450683594,77.81500244140625,49.002498626708984,30.360000610351562,73.5199966430664
2019-04-08,95.69999694824219,120.27999877929688,36.97999954223633,129.5500030517578,194.38999938964844,77.61499786376953,49.15999984741211,30.489999771118164,72.99500274658203
2019-04-09,94.81999969482422,119.91000366210938,36.529998779296875,128.36000061035156,193.4600067138672,76.70500183105469,49.01750183105469,30.350000381469727,73.16500091552734
2019-04-10,94.81999969482422,120.4800033569336,36.68000030517578,128.94000244140625,193.89999389648438,76.81500244140625,49.39500045776367,30.690000534057617,72.91999816894531
2019-04-11,94.5999984741211,120.62999725341797,36.650001525878906,129.25,191.55999755859375,77.3550033569336,49.36249923706055,30.700000762939453,73.33499908447266
2019-04-12,95.86000061035156,121.23999786376953,36.779998779296875,131.72000122070312,189.75,78.26000213623047,49.654998779296875,30.860000610351562,73.68000030517578
2019-04-15,95.45999908447266,121.51000213623047,36.529998779296875,130.99000549316406,190.3699951171875,77.9749984741211,49.682498931884766,30.850000381469727,73.6449966430664
2019-04-16,96.19999694824219,121.55000305175781,36.79999923706055,132.5,186.52000427246094,78.19499969482422,49.91999816894531,31.040000915527344,72.68000030517578
2019-04-17,95.88999938964844,122.18000030517578,36.709999084472656,133.14999389648438,180.6999969482422,78.18000030517578,50.119998931884766,30.649999618530273,72.44000244140625
2019-04-18,95.63999938964844,122.30000305175781,36.54999923706055,132.72999572753906,181.0,78.81500244140625,50.244998931884766,30.709999084472656,72.51499938964844
2019-04-22,94.75,121.81999969482422,37.310001373291016,132.5500030517578,181.19000244140625,78.63500213623047,50.51750183105469,30.790000915527344,72.41999816894531
2019-04-23,95.06999969482422,122.05000305175781,37.31999969482422,133.35000610351562,184.2899932861328,79.44000244140625,51.15999984741211,30.780000686645508,72.70999908447266
2019-04-24,94.41999816894531,122.25,36.65999984741211,133.32000732421875,183.97999572753906,79.30999755859375,51.1150016784668,30.75,73.18499755859375
2019-04-25,92.9800033569336,120.69999694824219,36.5099983215332,133.44000244140625,185.99000549316406,78.08999633789062,51.32500076293945,30.229999542236328,73.40499877929688
2019-04-26,93.73999786376953,122.26000213623047,36.09000015258789,134.6199951171875,187.86000061035156,78.56999969482422,51.220001220703125,30.280000686645508,73.55999755859375
2019-04-29,93.58999633789062,122.52999877929688,35.9900016784668,135.8699951171875,187.4600067138672,78.77999877929688,51.352500915527344,30.3799991607666,73.16500091552734
2019-04-30,94.01000213623047,123.52999877929688,35.939998626708984,135.97999572753906,188.22000122070312,79.12999725341797,50.82500076293945,30.31999969482422,74.31500244140625
2019-05-01,92.22000122070312,122.08999633789062,35.15999984741211,134.67999267578125,187.47999572753906,78.36000061035156,50.64250183105469,30.020000457763672,73.55999755859375
2019-05-02,91.26000213623047,122.0199966430664,34.54999923706055,134.8000030517578,188.41000366210938,78.25499725341797,50.4275016784668,29.979999542236328,73.43499755859375
2019-05-03,92.43000030517578,122.9000015258789,34.880001068115234,136.08999633789062,189.8699951171875,79.26499938964844,51.02000045776367,30.040000915527344,73.88999938964844
2019-05-06,90.98999786376953,122.20999908447266,34.900001525878906,135.6999969482422,191.07000732421875,78.61000061035156,50.682498931884766,29.81999969482422,73.45999908447266
2019-05-07,89.20999908447266,120.9000015258789,34.630001068115234,133.17999267578125,187.22000122070312,77.11499786376953,49.59749984741211,29.40999984741211,73.24500274658203
2019-05-08,89.13999938964844,120.66999816894531,34.63999938964844,132.77000427246094,187.3300018310547,77.08000183105469,49.45750045776367,29.389999389648438,72.18000030517578
2019-05-09,88.41000366210938,120.31999969482422,34.619998931884766,132.5399932861328,187.2100067138672,76.94000244140625,49.130001068115234,29.200000762939453,72.15499877929688
2019-05-10,89.5,121.23999786376953,34.790000915527344,133.1699981689453,187.02999877929688,77.23500061035156,49.212501525878906,29.34000015258789,73.40499877929688
2019-05-13,87.16999816894531,119.52999877929688,34.18000030517578,128.85000610351562,183.55999755859375,75.11499786376953,47.27000045776367,28.540000915527344,74.19999694824219
2019-05-14,87.9800033569336,120.30000305175781,34.619998931884766,130.44000244140625,184.47999572753906,75.92500305175781,47.842498779296875,28.770000457763672,73.66500091552734
2019-05-15,87.8499984741211,121.36000061035156,34.84000015258789,129.94000244140625,184.94000244140625,76.16000366210938,48.5724983215332,28.920000076293945,73.57499694824219
2019-05-16,89.0199966430664,122.12000274658203,35.0,131.52999877929688,186.52000427246094,76.91999816894531,49.02000045776367,29.440000534057617,74.0199966430664
2019-05-17,88.36000061035156,121.55999755859375,34.599998474121094,130.6300048828125,186.1999969482422,76.1500015258789,48.54750061035156,29.399999618530273,74.40499877929688
2019-05-20,87.22000122070312,120.68000030517578,34.59000015258789,130.8699951171875,185.8800048828125,75.7699966430664,47.54750061035156,29.479999542236328,74.50499725341797
2019-05-21,88.54000091552734,120.6500015258789,35.02000045776367,131.97999572753906,187.42999267578125,76.69999694824219,48.162498474121094,29.75,74.58499908447266
2019-05-22,87.94999694824219,120.61000061035156,34.41999816894531,131.19000244140625,188.52000427246094,76.26000213623047,47.904998779296875,29.540000915527344,75.1050033569336
2019-05-23,86.37000274658203,120.08000183105469,33.27000045776367,128.91000366210938,187.6699981689453,74.98999786376953,47.09000015258789,29.110000610351562,75.66999816894531
2019-05-24,86.81999969482422,119.63999938964844,33.33000183105469,130.07000732421875,188.1999969482422,75.22000122070312,47.04750061035156,29.34000015258789,75.56500244140625
2019-05-28,86.01000213623047,117.80999755859375,32.959999084472656,128.94000244140625,185.4600067138672,74.66999816894531,46.89250183105469,29.06999969482422,74.375
2019-05-29,85.94000244140625,116.80999755859375,32.810001373291016,128.97000122070312,183.80999755859375,74.31500244140625,46.560001373291016,28.860000610351562,73.30999755859375
2019-05-30,86.05999755859375,117.0199966430664,32.400001525878906,128.05999755859375,184.75999450683594,74.6449966430664,46.79249954223633,28.81999969482422,73.19999694824219
2019-05-31,84.80000305175781,115.23999786376953,31.84000015258789,126.0999984741211,183.27999877929688,73.78500366210938,45.962501525878906,28.0,73.58499908447266
2019-06-03,87.69000244140625,116.69000244140625,32.279998779296875,125.98999786376953,183.77999877929688,73.81999969482422,44.72249984741211,28.25,74.41000366210938
2019-06-04,90.33000183105469,118.66000366210938,32.880001068115234,130.10000610351562,187.11000061035156,75.74500274658203,46.147499084472656,28.760000228881836,74.43000030517578
2019-06-05,90.72000122070312,119.91999816894531,32.470001220703125,130.9600067138672,188.3800048828125,76.51000213623047,46.557498931884766,29.190000534057617,76.02999877929688
2019-06-06,91.52999877929688,120.69000244140625,32.9900016784668,131.57000732421875,188.72000122070312,76.70999908447266,47.002498626708984,29.469999313354492,76.44999694824219
2019-06-07,92.12999725341797,121.77999877929688,33.119998931884766,131.6199951171875,191.02999877929688,77.45500183105469,47.915000915527344,29.600000381469727,75.87999725341797
2019-06-10,92.41999816894531,121.86000061035156,33.20000076293945,132.99000549316406,191.77000427246094,77.80500030517578,48.477500915527344,29.540000915527344,75.38500213623047
2019-06-11,92.72000122070312,122.19000244140625,33.25,132.91000366210938,191.2100067138672,77.18000030517578,48.522499084472656,29.639999389648438,74.92500305175781
2019-06-12,93.01000213623047,121.86000061035156,32.7400016784668,131.77999877929688,192.2899932861328,77.20500183105469,48.21500015258789,29.520000457763672,75.88999938964844
2019-06-13,93.79000091552734,122.5,33.150001525878906,131.7899932861328,192.2899932861328,77.62000274658203,48.494998931884766,29.65999984741211,76.04000091552734
2019-06-14,93.30999755859375,122.66000366210938,32.88999938964844,132.0500030517578,191.6699981689453,77.28500366210938,48.119998931884766,29.440000534057617,76.75
2019-06-17,91.94000244140625,121.51000213623047,32.900001525878906,130.32000732421875,192.25999450683594,76.83000183105469,48.25749969482422,29.34000015258789,75.94000244140625
2019-06-18,92.95999908447266,121.37000274658203,33.40999984741211,131.88999938964844,193.97000122070312,78.0,49.11750030517578,29.6299991607666,75.73999786376953
2019-06-19,92.69000244140625,121.61000061035156,33.34000015258789,131.50999450683594,195.74000549316406,78.16000366210938,49.275001525878906,29.770000457763672,76.37000274658203
2019-06-20,93.5999984741211,122.7300033569336,34.09000015258789,132.52000427246094,196.47000122070312,79.33000183105469,49.86249923706055,29.920000076293945,76.73999786376953
2019-06-21,93.33000183105469,122.25,34.33000183105469,132.32000732421875,197.36000061035156,78.83499908447266,49.772499084472656,29.780000686645508,77.08499908447266
2019-06-24,93.83999633789062,122.41999816894531,34.029998779296875,131.5800018310547,196.35000610351562,78.58999633789062,49.75749969482422,29.770000457763672,77.08499908447266
2019-06-25,93.83999633789062,121.87000274658203,33.709999084472656,130.5800018310547,195.27999877929688,78.07499694824219,48.755001068115234,29.350000381469727,76.63500213623047
2019-06-26,93.93000030517578,120.75,34.27000045776367,130.8300018310547,192.94000244140625,78.13500213623047,49.19499969482422,29.31999969482422,74.97000122070312
2019-06-27,94.20999908447266,121.23999786376953,34.0099983215332,131.77999877929688,194.27000427246094,78.3499984741211,49.42499923706055,29.469999313354492,75.04499816894531
2019-06-28,95.01000213623047,121.47000122070312,34.40999984741211,133.88999938964844,195.27000427246094,79.12999725341797,49.47249984741211,29.450000762939453,75.3949966430664
2019-07-01,95.56999969482422,122.2300033569336,34.4900016784668,135.3300018310547,196.41000366210938,79.58999633789062,50.2400016784668,29.520000457763672,75.25499725341797
2019-07-02,95.12999725341797,122.80000305175781,33.83000183105469,135.16000366210938,196.85000610351562,79.41999816894531,50.41749954223633,29.899999618530273,76.1500015258789
2019-07-03,95.41999816894531,124.26000213623047,34.02000045776367,136.07000732421875,198.7899932861328,79.95500183105469,50.779998779296875,30.15999984741211,76.70500183105469
2019-07-05,95.01000213623047,123.69000244140625,34.09000015258789,136.63999938964844,197.35000610351562,79.67500305175781,50.775001525878906,30.25,76.65499877929688
2019-07-08,93.88999938964844,123.66999816894531,34.11000061035156,135.58999633789062,195.80999755859375,79.01499938964844,50.33250045776367,29.940000534057617,76.74500274658203
2019-07-09,92.87000274658203,122.87999725341797,34.13999938964844,136.39999389648438,196.1999969482422,78.97000122070312,50.57500076293945,29.979999542236328,76.79000091552734
2019-07-10,92.7699966430664,123.55999755859375,34.630001068115234,135.89999389648438,196.85000610351562,78.7300033569336,51.03499984741211,30.229999542236328,77.01000213623047
2019-07-11,93.11000061035156,123.72000122070312,34.650001525878906,137.19000244140625,196.8000030517578,79.0999984741211,51.15999984741211,30.270000457763672,76.98500061035156
2019-07-12,94.37000274658203,124.61000061035156,34.75,137.89999389648438,194.6300048828125,80.25,51.60499954223633,30.579999923706055,76.55999755859375
2019-07-15,94.79000091552734,124.80000305175781,34.40999984741211,136.9499969482422,195.24000549316406,80.00499725341797,51.73500061035156,30.639999389648438,76.76000213623047
2019-07-16,95.16000366210938,124.80999755859375,34.0,136.47999572753906,194.1699981689453,80.2750015258789,51.35749816894531,30.56999969482422,76.33000183105469
2019-07-17,94.23999786376953,124.30999755859375,33.59000015258789,135.89999389648438,194.39999389648438,78.98500061035156,51.17499923706055,30.3799991607666,76.68499755859375
2019-07-18,94.56999969482422,125.05999755859375,33.58000183105469,137.25,195.58999633789062,79.20500183105469,51.49250030517578,30.3700008392334,77.25
2019-07-19,94.81999969482422,124.55000305175781,33.7599983215332,136.88999938964844,193.57000732421875,79.41999816894531,51.14500045776367,30.190000534057617,76.12999725341797
2019-07-22,94.83000183105469,123.9800033569336,33.88999938964844,137.47999572753906,193.1999969482422,79.44000244140625,51.76250076293945,30.049999237060547,75.9800033569336
2019-07-23,96.33999633789062,125.26000213623047,34.0099983215332,139.10000610351562,194.33999633789062,80.3949966430664,52.060001373291016,30.100000381469727,75.56500244140625
2019-07-24,96.29000091552734,124.9000015258789,34.130001068115234,140.6300048828125,194.50999450683594,80.7750015258789,52.5625,30.34000015258789,75.56999969482422
2019-07-25,95.19999694824219,124.5,33.720001220703125,139.49000549316406,193.39999389648438,80.52999877929688,52.15250015258789,30.219999313354492,75.3550033569336
2019-07-26,95.23999786376953,125.58000183105469,33.52000045776367,140.99000549316406,194.36000061035156,80.80999755859375,52.877498626708984,30.559999465942383,75.7300033569336
2019-07-29,94.81999969482422,126.05000305175781,33.38999938964844,139.97999572753906,195.02999877929688,80.5199966430664,52.787498474121094,30.610000610351562,76.0199966430664
2019-07-30,95.2699966430664,126.12000274658203,33.86000061035156,139.64999389648438,194.5,80.62000274658203,52.467498779296875,30.399999618530273,75.52999877929688
2019-07-31,93.7699966430664,124.36000061035156,33.70000076293945,138.85000610351562,192.6300048828125,79.83499908447266,51.73500061035156,29.959999084472656,75.22000122070312
2019-08-01,92.81999969482422,123.06999969482422,32.849998474121094,136.0800018310547,192.85000610351562,78.5999984741211,51.4275016784668,29.739999771118164,75.87000274658203
2019-08-02,91.25,122.66000366210938,32.41999816894531,135.36000061035156,192.17999267578125,77.84500122070312,50.439998626708984,29.139999389648438,75.88999938964844
2019-08-05,89.62999725341797,119.37999725341797,31.40999984741211,130.49000549316406,187.58999633789062,75.62999725341797,48.42499923706055,28.479999542236328,74.73999786376953
2019-08-06,89.66000366210938,120.83000183105469,31.360000610351562,132.41000366210938,190.24000549316406,76.73500061035156,49.10749816894531,28.829999923706055,75.58999633789062
2019-08-07,90.69000244140625,121.94999694824219,31.170000076293945,131.3300018310547,190.42999267578125,76.99500274658203,49.342498779296875,28.709999084472656,75.79000091552734
2019-08-08,92.58000183105469,123.73999786376953,32.0,133.94000244140625,193.0399932861328,78.32499694824219,50.59000015258789,29.079999923706055,76.66500091552734
2019-08-09,91.62999725341797,122.68000030517578,31.600000381469727,133.42999267578125,193.1999969482422,77.55999755859375,49.95500183105469,28.829999923706055,76.6449966430664
2019-08-12,90.0,121.51000213623047,31.25,130.72000122070312,191.05999755859375,76.41000366210938,49.32749938964844,28.59000015258789,76.47000122070312
2019-08-13,90.77999877929688,122.86000061035156,31.549999237060547,132.30999755859375,193.3800048828125,77.50499725341797,50.522499084472656,29.030000686645508,76.5250015258789
2019-08-14,87.7300033569336,120.5199966430664,30.270000457763672,127.45999908447266,188.08999633789062,75.17500305175781,48.93000030517578,28.270000457763672,75.90499877929688
2019-08-15,87.5199966430664,120.7699966430664,30.079999923706055,127.87999725341797,188.64999389648438,75.3550033569336,48.72249984741211,27.649999618530273,76.83999633789062
2019-08-16,89.08999633789062,122.47000122070312,30.56999969482422,130.47000122070312,191.0500030517578,76.79000091552734,49.560001373291016,28.010000228881836,77.33499908447266
2019-08-19,89.91999816894531,123.70999908447266,31.239999771118164,131.94000244140625,192.88999938964844,77.58000183105469,50.33000183105469,28.43000030517578,77.76499938964844
2019-08-20,88.91000366210938,122.56999969482422,30.979999542236328,130.33999633789062,191.25999450683594,77.05500030517578,50.0099983215332,28.15999984741211,77.6500015258789
2019-08-21,89.47000122070312,123.30999755859375,31.200000762939453,131.25999450683594,192.5399932861328,77.58000183105469,50.57749938964844,28.440000534057617,78.12000274658203
2019-08-22,88.69999694824219,123.83000183105469,31.040000915527344,131.8000030517578,191.6199951171875,77.63999938964844,50.45500183105469,28.40999984741211,78.23500061035156
2019-08-23,86.44000244140625,120.87000274658203,29.940000534057617,128.1199951171875,187.30999755859375,75.625,48.83000183105469,27.75,77.30500030517578
2019-08-26,86.69999694824219,122.1500015258789,30.110000610351562,129.57000732421875,189.0800018310547,76.19999694824219,49.45500183105469,28.059999465942383,78.28500366210938
2019-08-27,86.69000244140625,121.75,29.889999389648438,128.88999938964844,187.9499969482422,76.04499816894531,49.32500076293945,27.920000076293945,78.2699966430664
2019-08-28,87.62999725341797,122.86000061035156,30.329999923706055,130.08999633789062,189.19000244140625,76.6500015258789,49.33000183105469,28.1299991607666,78.19499969482422
2019-08-29,88.81999969482422,123.33000183105469,30.809999465942383,132.16000366210938,190.63999938964844,77.93000030517578,50.275001525878906,28.40999984741211,78.75
2019-08-30,89.54000091552734,123.3499984741211,30.770000457763672,132.72000122070312,190.75,78.13500213623047,50.227500915527344,28.3799991607666,78.80999755859375
2019-09-03,88.61000061035156,123.5199966430664,30.610000610351562,131.00999450683594,189.72000122070312,77.08000183105469,49.54499816894531,28.229999542236328,80.1449966430664
2019-09-04,89.7300033569336,125.0199966430664,31.09000015258789,132.57000732421875,189.64999389648438,78.0999984741211,50.36249923706055,28.479999542236328,80.19000244140625
2019-09-05,90.33999633789062,125.3499984741211,31.5,135.5800018310547,191.42999267578125,79.45999908447266,51.41999816894531,28.809999465942383,79.38500213623047
2019-09-06,90.63999938964844,125.91999816894531,31.670000076293945,135.44000244140625,191.9199981689453,79.53500366210938,51.29999923706055,29.020000457763672,79.06999969482422
2019-09-09,90.80000305175781,126.08999633789062,32.33000183105469,137.16000366210938,190.0800018310547,79.26000213623047,51.13249969482422,28.979999542236328,78.68499755859375
2019-09-10,91.91000366210938,125.45999908447266,32.70000076293945,137.02999877929688,190.75999450683594,79.48999786376953,51.13249969482422,29.329999923706055,78.69999694824219
2019-09-11,92.94000244140625,126.33000183105469,32.7599983215332,137.5399932861328,192.77999877929688,80.26000213623047,51.755001068115234,29.860000610351562,79.51499938964844
2019-09-12,93.45999908447266,126.9000015258789,32.54999923706055,138.47999572753906,192.60000610351562,80.58999633789062,51.8849983215332,29.920000076293945,79.70999908447266
2019-09-13,94.4800033569336,126.06999969482422,32.810001373291016,139.58999633789062,192.57000732421875,80.79499816894531,51.564998626708984,29.700000762939453,79.30000305175781
2019-09-16,93.27999877929688,125.06999969482422,34.0,139.14999389648438,192.22000122070312,80.68499755859375,51.494998931884766,29.65999984741211,79.30500030517578
